#genome	scope	assembly_level	total_length	gc	proteins	protein_length	coding_density	completeness	contamination	strain_heterogeneity	16s_copies
G001457415	Monoisolate	Scaffold	5263775	53.34	4714	1546615	86.57227940024032	97.54	1.18	0.0	1
G001457455	Monoisolate	Complete Genome	2463666	53.52	2343	742939	88.84394232010345	99.45	0.0	0.0	5
G001457475	Monoisolate	Complete Genome	6813182	67.38	6142	2077582	89.85096831407117	99.53	0.58	0.0	3
G001457795	Monoisolate	Scaffold	1818711	66.24	1582	543101	87.98737127559025	99.19	0.0	0.0	2
G001457815	Monoisolate	Scaffold	3716774	49.42	3636	1095076	86.79817497647153	99.57	0.67	0.0	5
G001457855	Monoisolate	Scaffold	3438088	54.52	2851	1060911	90.9303077757172	96.3	0.0	0.0	2
G001457875	Monoisolate	Contig	2458350	58.89	2135	750946	90.00988467874794	99.29	0.95	0.0	5
G001457975	Monoisolate	Scaffold	3438278	54.61	2872	1061741	90.99630687221918	96.3	0.0	0.0	2
G001458035	Monoisolate	Scaffold	3437861	54.58	2890	1057699	90.65890098523471	95.65	0.0	0.0	2
G001458075	Monoisolate	Chromosome	2740121	47.5	2529	865539	93.07548827223323	99.08	1.23	0.0	4
G001458115	Monoisolate	Contig	4207226	36.05	3839	1211677	84.84937581199584	99.34	0.83	0.0	1
G001458175	Monoisolate	Scaffold	4001860	57.36	3887	1225372	90.20982743024494	97.71	0.8	0.0	1
G001458215	Monoisolate	Contig	4358316	55.72	4070	1352301	91.42150316773726	99.68	0.91	0.0	1
G001458315	Monoisolate	Contig	3592055	58.64	3597	1119551	91.8224804464297	99.33	1.06	0.0	1
G001458335	Monoisolate	Scaffold	3362067	54.43	3347	1040349	91.16213329478562	97.71	0.0	0.0	1
G001458355	Monoisolate	Contig	3902797	58.44	3789	1196546	90.32737290717401	99.25	0.0	0.0	3
G001458375	Monoisolate	Scaffold	4459382	63.18	4226	1375288	90.86469829227458	100.0	0.55	0.0	1
G001458395	Monoisolate	Contig	4614060	64.39	4345	1383828	88.36198488966333	99.8	1.06	50.0	1
G001458415	Monoisolate	Contig	4175618	59.69	3911	1269628	89.58477523566572	98.94	0.14	0.0	2
G001458435	Monoisolate	Contig	3431657	58.7	3301	1041018	89.37405457480162	99.04	0.0	0.0	2
G001458475	Monoisolate	Complete Genome	2140065	46.48	2224	633268	87.16431510257866	98.87	0.68	33.33	4
G001458535	Monoisolate	Scaffold	2227388	37.35	2136	711564	94.12500202030361	82.77	1.91	0.0	1
G001458575	Monoisolate	Scaffold	2150108	37.33	2129	686713	94.10206371028804	81.35	1.91	25.0	1
G001458595	Monoisolate	Scaffold	4710844	28.42	4193	1330532	83.21559788437062	99.19	0.81	0.0	3
G001458655	Monoisolate	Complete Genome	2494510	41.14	2417	707810	83.5882397745449	99.2	0.0	0.0	2
G001459095	Monoisolate	Contig	1571515	48.25	1683	481562	90.26239011399828	98.02	0.0	0.0	1
G001460635	Monoisolate	Complete Genome	1920832	38.85	1914	592476	90.87093509479226	99.31	1.82	57.14	2
G001460935	Monoisolate	Chromosome	2149384	35.66	1565	599697	82.22509332906544	86.69	0.0	0.0	2
G001460955	Monoisolate	Contig	1324522	47.19	1383	407208	90.56316165378907	99.01	0.0	0.0	1
G001461035	Monoisolate	Scaffold	3660245	40.99	3667	1099895	88.52432009332709	99.33	0.0	0.0	1
G001461825	Multispecies	Contig	4034335	46.33	3910	1226214	89.54687699459762	99.81	0.42	0.0	1
G001461845	Multispecies	Contig	4006259	46.31	3865	1217293	89.51912494923569	99.81	0.42	0.0	1
G001462175	Monoisolate	Contig	2988999	42.71	2593	854976	84.28256416278494	91.4	1.1	57.14	1
G001462205	Monoisolate	Scaffold	3243052	68.27	3307	937819	85.1830929630484	97.54	0.51	0.0	0
G001462225	Multispecies	Scaffold	3233804	43.25	3298	1022070	93.11260051629597	92.31	3.66	0.0	0
G001462235	Multispecies	Scaffold	2624952	41.49	2731	845243	94.86276320481288	92.31	4.4	50.0	0
G001462245	Multispecies	Scaffold	3162697	43.12	3284	1012936	94.35766372814088	95.6	4.4	0.0	0
G001462255	Multispecies	Scaffold	2386160	52.45	2254	735273	90.7890501894257	67.58	1.1	100.0	0
G001462305	Multispecies	Scaffold	3255637	51.36	2783	1006838	91.13387026870625	92.97	0.73	50.0	0
G001462315	Multispecies	Scaffold	3602172	50.17	3036	1115932	91.29217039053104	91.14	2.3	40.0	1
G001462345	Multispecies	Scaffold	2829483	37.37	2362	873042	90.9263635794949	98.84	2.2	0.0	0
G001462395	Monoisolate	Contig	1621727	63.5	1682	488276	88.69211649063004	98.1	0.63	0.0	1
G001463885	Multiisolate	Contig	4187548	64.85	3964	1306709	91.93907747445522	100.0	0.48	0.0	1
G001463995	Multiisolate	Contig	2857459	37.87	2818	874656	90.17872172444119	98.9	0.27	0.0	0
G001464045	Environment	Contig	3211443	45.24	3565	926178	84.94060146793825	79.73	8.17	83.33	0
G001464115	Environment	Contig	1724203	47.82	1648	539624	92.21373585360888	93.07	0.68	0.0	1
G001464125	Environment	Contig	2330242	45.19	2272	731144	92.44293082006075	92.84	0.0	0.0	0
G001464165	Environment	Contig	6599159	47.82	6658	1984363	88.58401502373256	83.08	5.7	0.0	0
G001464355	Environment	Contig	3248153	51.83	3054	973972	88.34777795257797	99.92	1.48	0.0	0
G001464455	Environment	Contig	4200469	53.13	3782	1302066	91.33830055643787	94.44	2.56	0.0	0
G001464525	Environment	Contig	5083525	60.47	4761	1504183	87.17549338303637	85.3	1.15	0.0	0
G001464625	Environment	Contig	4078384	38.06	3886	1260975	91.09549272456934	95.45	0.59	50.0	0
G001464665	Environment	Contig	3964155	55.14	3694	1224222	90.99195162651309	96.58	2.61	0.0	1
G001464715	Environment	Contig	3387868	51.07	3228	1062101	92.36862239024661	97.32	1.34	0.0	1
G001464735	Environment	Contig	4111525	55.07	4252	1214582	87.0204850998109	87.67	2.83	0.0	0
G001464795	Environment	Contig	2897266	39.88	2980	933120	94.88573020219752	94.64	0.89	0.0	0
G001465295	Monoisolate	Complete Genome	4147593	40.1	3676	1229406	87.33909040737603	100.0	0.87	0.0	9
G001465835	Monoisolate	Complete Genome	3485580	40.91	3335	1005849	85.01084468008195	99.34	1.32	0.0	9
G001465855	Monoisolate	Complete Genome	2346032	61.48	2233	692882	87.01313537070253	98.99	1.14	100.0	2
G001465875	Monoisolate	Scaffold	3846294	39.42	3345	1160129	88.875031393856	99.62	0.95	0.0	4
G001466305	Monoisolate	Scaffold	2539811	27.67	2448	757666	87.88716955710484	97.99	1.57	0.0	1
G001466415	Monoisolate	Contig	1106395	41.07	945	348033	92.7002562376005	98.98	0.0	0.0	1
G001466665	Monoisolate	Scaffold	1851576	55.88	1906	565049	89.90006351346096	95.21	0.0	0.0	1
G001466725	Monoisolate	Complete Genome	4378835	50.62	3927	1322725	89.0042214424613	99.71	0.98	0.0	4
G001467025	Multispecies	Scaffold	3750738	38.66	3336	1139971	89.55437569886246	100.0	0.78	0.0	1
G001467035	Multispecies	Scaffold	3982132	38.9	3487	1190034	88.05340958059652	97.56	0.1	0.0	1
G001467055	Multispecies	Scaffold	2367659	38.85	2219	734524	91.40573030153412	98.25	1.56	0.0	1
G001467505	Multispecies	Scaffold	3737655	43.46	3267	1142369	90.05879354836121	100.0	3.61	0.0	2
G001467535	Multispecies	Scaffold	3067721	40.31	2670	916425	88.0204555759797	99.62	1.15	0.0	1
G001467585	Multispecies	Scaffold	3558106	39.32	3189	1074948	89.01277814657573	100.0	1.95	0.0	1
G001467615	Multispecies	Scaffold	3239140	46.69	2975	1007506	91.64589983761122	100.0	0.97	0.0	1
G001467645	Multispecies	Scaffold	2545646	51.09	2309	791087	91.5646951697133	97.62	0.39	0.0	1
G001467745	Multispecies	Scaffold	3341467	39.46	2977	1017463	89.71987453414923	99.12	0.97	0.0	1
G001467765	Multispecies	Scaffold	3086499	41.68	2828	945381	90.2466192278047	98.25	0.19	0.0	1
G001467785	Multispecies	Scaffold	3061150	39.76	2892	903638	86.96819822615683	100.0	0.58	0.0	1
G001467825	Multispecies	Scaffold	2401343	43.3	2209	742249	91.07128802507597	98.25	1.71	0.0	1
G001467895	Multispecies	Scaffold	3649429	39.65	3225	1105514	89.25697691337466	99.71	1.75	0.0	1
G001467975	Multispecies	Scaffold	3546255	42.98	3038	1089016	90.49010857933229	100.0	1.75	0.0	1
G001468035	Multispecies	Scaffold	3356485	37.41	2973	994878	87.33243258944997	100.0	0.95	0.0	1
G001468085	Multispecies	Scaffold	3650667	39.07	3427	1093343	88.23549230866578	100.0	0.86	0.0	1
G001468125	Multispecies	Scaffold	3129674	47.65	2881	977460	92.02178885085156	100.0	0.97	0.0	1
G001468165	Multispecies	Scaffold	3313534	45.38	2962	1001821	89.0816572276005	100.0	0.49	0.0	1
G001468395	Environment	Contig	4309020	64.85	4204	1321422	90.34713229458207	99.3	0.31	0.0	1
G001468785	Monoisolate	Scaffold	5364943	47.49	5072	1588426	87.22868071478112	98.98	4.04	0.0	0
G001468845	Environment	Scaffold	1001943	40.84	958	310544	91.31806899194864	55.28	1.42	0.0	0
G001468855	Environment	Scaffold	1504385	36.91	1278	455756	89.26784034671975	83.9	4.49	0.0	0
G001468865	Environment	Scaffold	1460402	37.82	1472	443025	89.36388747755754	55.92	0.47	0.0	0
G001468885	Environment	Scaffold	1302091	37.89	1181	394362	89.23408578970286	39.97	2.44	28.57	0
G001468925	Environment	Scaffold	1078468	28.7	992	335010	91.52371697630343	60.16	1.22	0.0	0
G001469005	Environment	Scaffold	3494361	47.12	3621	1073599	90.5098528743882	90.0	0.0	0.0	1
G001469165	Monoisolate	Contig	6305354	68.31	5545	1800246	84.1193690314612	98.6	1.45	11.11	1
G001469535	Monoisolate	Contig	1113816	41.03	954	350239	92.66656252020083	98.48	0.0	0.0	1
G001469845	Monoisolate	Contig	4038999	65.89	3786	1250618	91.22995573903336	99.48	0.37	0.0	1
G001469865	Monoisolate	Contig	3830759	60.85	4341	1130984	86.95637078709467	98.6	2.09	0.0	1
G001469895	Monoisolate	Contig	4535949	41.24	4091	1383175	89.85107636792212	100.0	0.59	0.0	1
G001469955	Monoisolate	Contig	3929557	62.53	4029	1165714	87.38778951418696	99.24	0.1	0.0	1
G001469965	Monoisolate	Contig	2292855	66.19	2085	711104	91.38475830351244	100.0	0.0	0.0	1
G001471555	Multispecies	Contig	2602401	32.96	2537	752445	85.17638134937698	99.62	0.36	0.0	5
G001475745	Monoisolate	Contig	3369825	71.8	3232	1031870	90.21851283078497	96.16	0.08	0.0	1
G001475935	Monoisolate	Contig	5012346	65.28	4720	1498547	88.08306529517316	98.89	1.01	0.0	1
G001476195	Monoisolate	Contig	2296741	71.79	2068	699189	89.69679210672862	96.69	0.99	50.0	1
G001476695	Monoisolate	Contig	3552733	63.41	3337	1081836	89.718225377477	99.48	0.11	50.0	1
G001476815	Monoisolate	Contig	5546132	70.18	5163	1719519	91.3510713412519	98.6	0.47	100.0	1
G001477055	Monoisolate	Contig	2794220	70.82	2595	866705	91.39251741094115	95.03	0.0	0.0	1
G001477625	Monoisolate	Complete Genome	5169161	63.19	4408	1573553	89.70109462638133	100.0	1.11	0.0	6
G001477655	Monoisolate	Complete Genome	2543538	31.81	2316	765482	88.67176350422129	99.2	0.8	100.0	2
G001481295	Other	Contig	1723106	60.39	2079	515176	88.05041593494538	93.73	0.81	0.0	1
G001481375	Monoisolate	Contig	3951525	56.65	3793	1168348	87.10922998083018	97.96	0.0	0.0	1
G001481595	Multiisolate	Chromosome	2220582	36.7	2393	663029	87.95477942269189	99.4	0.0	0.0	1
G001481635	Multiisolate	Chromosome	2217426	36.71	2379	662791	88.04911640794326	99.29	0.0	0.0	1
G001481655	Monoisolate	Complete Genome	4457748	34.13	4038	1296268	85.67388735298631	99.65	0.18	0.0	9
G001481675	Monoisolate	Complete Genome	2337529	52.18	2129	701206	88.38487137485781	99.56	0.0	0.0	4
G001481685	Multiisolate	Complete Genome	1394664	44.9	1544	433608	91.58098294643011	99.37	1.48	0.0	1
G001481715	Multiisolate	Complete Genome	2337508	52.18	2133	701106	88.37270289556228	99.56	0.0	0.0	4
G001481755	Monoisolate	Complete Genome	2335773	52.18	2131	700650	88.38119115170866	99.78	0.0	0.0	4
G001482195	Monoisolate	Scaffold	3988191	69.26	3400	1202770	88.86720821545407	99.59	1.76	14.29	2
G001482365	Monoisolate	Complete Genome	3638342	73.93	3242	1091798	88.41994512885265	99.34	0.66	0.0	3
G001482385	Monoisolate	Complete Genome	5913780	47.7	4963	1760453	87.72166025790611	99.89	0.48	0.0	10
G001482405	Monoisolate	Contig	4562553	67.96	4455	1400747	90.44949176480799	99.1	0.38	0.0	1
G001483135	Multispecies	Contig	4804721	58.76	4189	1418581	86.99481197763616	99.7	0.89	33.33	1
G001483385	Monoisolate	Complete Genome	2918253	31.48	2493	867053	87.54850933075372	99.11	0.07	0.0	10
G001483765	Monoisolate	Contig	2925195	67.63	2663	900277	90.68349289534544	98.51	0.98	0.0	1
G001483845	Monoisolate	Complete Genome	2127266	30.67	2282	667480	92.43103589301948	99.44	0.11	0.0	3
G001483865	Monoisolate	Complete Genome	5681722	66.57	4845	1717308	89.06692372488482	100.0	1.64	0.0	4
G001483965	Monoisolate	Complete Genome	2614401	38.11	2418	746346	84.10599598148869	99.45	6.47	73.68	8
G001484065	Other	Complete Genome	5669701	63.37	5131	1686207	87.62610232885297	99.58	0.16	0.0	3
G001484195	Monoisolate	Contig	2337139	54.29	2617	717507	90.42491696043753	98.77	0.99	33.33	1
G001484605	Monoisolate	Complete Genome	5056151	64.64	4633	1517931	88.4531533967241	99.71	0.88	50.0	5
G001484685	Monoisolate	Complete Genome	1961221	44.6	2174	601680	90.36676641745117	99.5	1.49	0.0	1
G001484935	Monoisolate	Complete Genome	4081329	41.09	3989	1183304	85.4097525585416	99.86	0.13	0.0	7
G001484965	Monoisolate	Scaffold	3982201	47.11	3981	1145624	84.74496892547614	98.67	0.33	0.0	1
G001484985	Multispecies	Contig	3399092	38.99	3241	1019759	88.38648674410695	100.0	0.05	0.0	1
G001485185	Monoisolate	Contig	2479673	27.18	2302	729713	86.70211757759995	98.39	0.48	0.0	0
G001485215	Monoisolate	Contig	6386310	47.43	6188	1911012	88.15555461604589	99.29	0.71	0.0	3
G001485415	Monoisolate	Contig	4240762	33.88	3790	1251826	86.97531245563887	99.65	1.59	88.89	0
G001485475	Monoisolate	Contig	2427900	38.63	2304	738646	89.63684665760535	93.27	0.0	0.0	4
G001485495	Monoisolate	Contig	5428634	68.12	4868	1661578	90.18677626821038	100.0	0.35	0.0	1
G001485625	Monoisolate	Contig	2592687	37.37	2306	831361	94.48896068056037	95.61	1.91	0.0	1
G001485645	Monoisolate	Contig	1604537	36.62	1653	510585	93.74760444913393	67.82	1.68	0.0	1
G001486165	Monoisolate	Scaffold	2806977	63.15	2602	799198	83.87927653130039	92.62	0.67	100.0	3
G001486445	Monoisolate	Scaffold	2090771	63.46	1782	616065	86.82127310929796	99.19	0.81	0.0	6
G001486525	Monoisolate	Contig	5472963	44.51	4779	1597877	86.02575972101401	100.0	0.56	0.0	1
G001486665	Monoisolate	Scaffold	3829505	56.85	3556	1143036	87.94105243366963	99.32	0.23	0.0	1
G001487105	Monoisolate	Scaffold	3069885	42.44	2869	934434	89.68469502929263	99.42	0.15	0.0	1
G001487125	Monoisolate	Scaffold	3397023	42.09	2821	1039630	90.1864367712553	99.46	0.0	0.0	1
G001488575	Monoisolate	Complete Genome	3130345	66.57	3304	930995	87.60452921323369	99.08	0.0	0.0	1
G001493375	Monoisolate	Scaffold	5884160	72.72	5508	1752257	87.73619344137481	93.1	1.83	28.57	3
G001494595	Monoisolate	Scaffold	5732010	67.54	5508	1821900	93.65117995258207	99.58	0.81	66.67	2
G001494635	Monoisolate	Contig	2469565	62.41	2121	732463	87.3957964256863	100.0	0.0	0.0	1
G001497255	Monoisolate	Contig	1580343	31.7	1583	506580	94.44076380886935	98.73	0.11	0.0	1
G001499615	Monoisolate	Complete Genome	3969909	55.64	3728	1174309	87.14995734159146	100.0	0.0	0.0	5
G001499655	Monoisolate	Complete Genome	3030375	42.44	2573	866001	84.20264818710555	100.0	0.68	0.0	4
G001499675	Monoisolate	Chromosome	2843936	56.92	2712	864831	89.59389381476939	98.66	0.0	0.0	5
G001499755	Monoisolate	Contig	4638575	66.32	4214	1406294	89.32825275003637	99.91	0.0	0.0	1
G001499855	Multispecies	Contig	5148113	66.92	4929	1620891	92.76888444367867	100.0	0.45	0.0	1
G001499915	Multispecies	Contig	5203567	66.84	5004	1646556	93.23281510548436	100.0	0.45	0.0	1
G001500315	Monoisolate	Contig	2201708	37.26	2118	635842	85.07872070229114	99.45	0.55	100.0	0
G001507325	Monoisolate	Contig	4036521	34.09	3726	1224999	89.4188584674773	100.0	0.49	0.0	1
G001507335	Monoisolate	Contig	3874551	35.17	3579	1167261	88.76251725683828	100.0	0.25	100.0	1
G001507665	Monoisolate	Complete Genome	3264334	70.6	3251	994135	89.72096605310608	99.15	0.0	0.0	3
G001507915	Environment	Contig	2133833	38.21	2188	681521	94.09377397387706	98.81	0.62	100.0	1
G001507935	Environment	Contig	1695123	43.45	1998	528211	91.77918062583069	77.53	2.02	42.86	0
G001507955	Environment	Contig	1356511	40.66	1604	418682	90.90379657813317	98.93	0.84	50.0	0
G001507975	Environment	Contig	1293648	55.6	1389	400966	91.30528551816259	96.51	0.65	0.0	1
G001507995	Environment	Contig	2060924	37.9	2177	634543	90.69868660853093	94.43	0.85	25.0	0
G001508005	Environment	Contig	1673988	40.67	1759	506610	89.14992222166467	91.24	0.95	25.0	0
G001508055	Environment	Contig	1804169	33.84	1847	560616	91.54247745083748	87.07	0.16	0.0	0
G001508065	Environment	Contig	1890359	40.18	2122	583761	90.95938919538564	91.58	3.47	42.86	0
G001508115	Environment	Contig	2025630	38.7	2147	656205	95.44038151093733	98.28	0.86	0.0	0
G001508175	Environment	Contig	1481501	39.97	1666	459993	91.45690755524296	82.67	0.5	100.0	1
G001508185	Environment	Contig	1340747	55.53	1464	416338	91.47452875150942	97.82	0.0	0.0	1
G001508215	Environment	Contig	1497637	55.02	1630	448690	88.24721878532648	73.64	1.79	0.0	0
G001508335	Environment	Contig	1861827	31.73	1768	607211	96.09577044483724	94.51	0.0	0.0	1
G001508355	Environment	Contig	1629409	45.83	1545	520008	94.03163969267385	72.89	0.1	0.0	1
G001508455	Environment	Contig	1973787	51.9	2244	606600	90.51994972101853	82.71	4.58	66.67	1
G001508475	Environment	Contig	1023183	49.55	974	317783	91.50357267468283	69.55	8.28	0.0	0
G001508535	Environment	Contig	708389	39.15	749	216993	90.2351674009619	50.06	5.94	0.0	0
G001508575	Environment	Contig	2118879	32.22	1998	678526	94.35319336309436	93.02	3.3	0.0	1
G001508595	Environment	Contig	1452568	46.33	1442	442419	89.73018819084545	75.91	0.91	0.0	1
G001508615	Environment	Contig	2259086	56.69	2309	665429	86.767081908347	96.05	0.0	0.0	0
G001508665	Environment	Scaffold	1825960	62.12	2105	545129	87.9222984074131	87.63	1.47	0.0	0
G001508735	Environment	Contig	2111309	34.11	2204	641256	89.47089222847059	96.75	0.0	0.0	0
G001508745	Environment	Contig	2037571	48.84	2414	647085	93.53872822100432	95.59	0.65	0.0	2
G001508795	Environment	Contig	1972267	49.97	1988	635871	94.9902320527596	96.55	3.45	100.0	1
G001508815	Environment	Contig	2017823	48.61	2479	640898	93.5451721979579	96.73	0.65	0.0	1
G001508835	Environment	Contig	1407079	41.86	1637	460413	96.38563293176858	84.1	0.15	0.0	0
G001508855	Environment	Contig	1774841	50.39	1857	539969	89.61861935801572	93.62	0.63	0.0	0
G001508875	Environment	Contig	1253740	46.64	1435	409453	96.20104646896486	68.81	0.0	0.0	0
G001508895	Environment	Contig	1275041	33.99	1492	391023	90.32509542830387	62.51	0.96	100.0	0
G001508935	Environment	Contig	1651366	53.96	1724	518554	92.51123009678048	94.92	0.0	0.0	0
G001508955	Environment	Contig	1002281	47.03	1243	320490	94.17897775174826	47.09	0.0	0.0	0
G001508975	Environment	Contig	1255134	57.34	1355	397320	93.25657658863516	90.83	1.85	50.0	0
G001509005	Environment	Contig	2173293	41.84	2269	623733	84.53848606699603	97.6	0.0	0.0	0
G001509075	Environment	Contig	707156	45.41	761	215087	89.59324392354728	42.11	6.17	47.06	0
G001509095	Environment	Scaffold	1333167	57.32	1465	420712	92.96067184381252	95.76	0.0	0.0	0
G001509135	Environment	Scaffold	2038846	46.16	2071	637281	92.08900525100964	93.97	3.92	0.0	0
G001509155	Environment	Scaffold	1535045	52.82	1654	481826	92.46588862215765	95.2	5.08	33.33	0
G001509255	Environment	Contig	1592820	62.33	1873	475749	87.96361170753757	72.12	0.98	0.0	0
G001509275	Environment	Contig	2137321	37.84	2028	644972	88.90653299153473	80.02	2.69	0.0	0
G001509285	Environment	Contig	894916	33.62	831	255110	83.98575955732159	64.41	5.08	0.0	0
G001509335	Environment	Scaffold	2030215	45.9	1952	638353	92.64112421590816	86.81	1.28	50.0	1
G001509345	Environment	Contig	1882878	38.4	1854	583026	91.23044615742496	94.41	0.25	0.0	0
G001509375	Environment	Scaffold	2382964	56.54	2469	701489	86.7126402245271	100.0	0.0	0.0	1
G001509795	Multispecies	Contig	7584593	72.17	6936	2275458	88.39142719985107	100.0	0.27	0.0	1
G001510075	Environment	Contig	1772183	58.17	1823	555074	92.27585413018858	75.87	0.0	0.0	0
G001510085	Environment	Contig	1244436	61.87	1237	390953	92.55735128202656	21.55	0.0	0.0	0
G001510135	Environment	Contig	2980009	49.73	2950	921916	91.14193950420955	94.19	2.12	0.0	0
G001510185	Environment	Contig	2198204	47.6	2170	688894	92.33014770239704	87.93	8.62	10.34	0
G001510225	Environment	Contig	1040997	30.33	1332	323347	91.47115697739763	90.29	0.0	0.0	0
G001510275	Environment	Contig	1221161	32.77	1532	378715	91.3292350476309	94.17	0.0	0.0	0
G001510295	Environment	Contig	661324	32.48	842	210976	93.95107390628496	69.58	0.0	0.0	0
G001510335	Environment	Contig	1570967	52.65	1606	507130	95.10715374670505	65.81	0.85	0.0	0
G001510385	Environment	Contig	1897905	55.86	1916	613630	95.25840334474066	89.74	1.28	0.0	0
G001511815	Monoisolate	Complete Genome	9336224	72.72	8110	2791436	88.09933223538768	99.83	1.46	60.0	6
G001512365	Environment	Scaffold	2768333	41.42	2430	714760	76.06024997715231	95.92	0.65	0.0	0
G001512375	Environment	Scaffold	2153167	59.45	2356	603123	82.49722385676542	91.5	2.29	100.0	1
